Emag|||Consola Microsoft Xbox One Slim 500 GB, White|||https://www.emag.ro/consola-microsoft-xbox-one-slim-500-gb-white-zq9-00010/pd/D01LQ7BBM/?X-Search-Id=ef468c2372e3d1da3282&X-Product-Id=1449873&X-Search-Page=1&X-Search-Position=0&X-Search-Action=view|||0
Emag|||Consola Microsoft Xbox One X, 1TB, Negru|||https://www.emag.ro/consola-microsoft-xbox-one-x-1tb-negru-cyv-00010/pd/DHVK5KBBM/?X-Search-Id=ef468c2372e3d1da3282&X-Product-Id=3652257&X-Search-Page=1&X-Search-Position=1&X-Search-Action=view|||0
Emag|||Consola Xbox One Slim 500GB + joc Minecraft  pentru Xbox One|||https://www.emag.ro/consola-xbox-one-slim-500gb-joc-minecraft-pentru-xbox-one-zq9-00047/pd/DQT552BBM/?X-Search-Id=ef468c2372e3d1da3282&X-Product-Id=17071767&X-Search-Page=1&X-Search-Position=2&X-Search-Action=view|||0
Emag|||Consola Xbox One Slim, 500 GB + Joc Battlefield 1 Xbox One|||https://www.emag.ro/consola-xbox-one-slim-500-gb-joc-battlefield-1-xbox-one-zq9-00038/pd/D58PR2BBM/?X-Search-Id=ef468c2372e3d1da3282&X-Product-Id=17071768&X-Search-Page=1&X-Search-Position=3&X-Search-Action=view|||0
Emag|||Consola Microsoft Xbox One S 500GB + Minecraft Complete
Adventure + 3 Month Xbox Game Pass + 3 Month Xbox Live vouchers|||https://www.emag.ro/consola-microsoft-xbox-one-s-500gb-minecraft-complete-adventure-3-month-xbox-game-pass-3-month-xbox-live-vouchers-889842243116/pd/DZQ4QFBBM/?X-Search-Id=ef468c2372e3d1da3282&X-Product-Id=4497243&X-Search-Page=1&X-Search-Position=5&X-Search-Action=view|||0
Emag|||Consola Microsoft Xbox One Slim 500 Gb + Forza Horizon 3 + Hot Wheels|||https://www.emag.ro/consola-microsoft-xbox-one-slim-500-gb-forza-horizon-3-hot-wheels-xb1sfh3hw/pd/D5G330BBM/?X-Search-Id=ef468c2372e3d1da3282&X-Product-Id=27294088&X-Search-Page=1&X-Search-Position=9&X-Search-Action=view|||0
Emag|||Consola Microsoft Xbox One Slim 500 GB + Joc Assassin's Creed Origins|||https://www.emag.ro/consola-microsoft-xbox-one-slim-500-gb-joc-assassin-s-creed-origins-zq9-00234/pd/DS9P4NBBM/?X-Search-Id=ef468c2372e3d1da3282&X-Product-Id=3832092&X-Search-Page=1&X-Search-Position=12&X-Search-Action=view|||0
Emag|||Consola Xbox One Slim 500 GB, Alb + FIFA 17 + one month EA Acces|||https://www.emag.ro/consola-xbox-one-slim-500-gb-alb-fifa-17-one-month-ea-acces-zq9-00056/pd/DW35X2BBM/?X-Search-Id=ef468c2372e3d1da3282&X-Product-Id=26087792&X-Search-Page=1&X-Search-Position=13&X-Search-Action=view|||0
Emag|||Consola Microsoft Xbox One Slim 500 Gb + Forza Horizon 3|||https://www.emag.ro/consola-microsoft-xbox-one-slim-500-gb-forza-horizon-3-xb1sfh3/pd/D3G330BBM/?X-Search-Id=ef468c2372e3d1da3282&X-Product-Id=17910522&X-Search-Page=1&X-Search-Position=14&X-Search-Action=view|||0
